Категория;Анекдот
Национальности;"Поймали чукчу за кражу золота. Милиционер допрашивает, а другой
чукча переводит:
 - Куда спрятал золото, - спрашивает милиционер.
 - Он, говорит, не брал, - переводит чукча.
 - Скажи ему, - говорит милиционер, - если сейчас же не скажет,
то прикажу его расстрелять.
 -  Он  говорит, не скажешь, где золото, стрелять тебя немножко
будет.
 - Под ярангой в кувшине зарыл, - признался вор.
 - Он говорит, - перевел чукча, - стреляй! Все равно не скажу."
Национальности;"Чукча звонит в справочное бюро аэропорта:
 - Сколько летит самолет до Нарьян-Мара?
 - Минуточку, - отвечают в справочном.
 - Спасибо, - говорит чукча и вешает трубку."
Национальности;"Чукча приходит в парикмахерскую.
 -  Как  будем  стричься,  -  спрашивают,  - нулевка, полубокс,
канадка?
 - Однако, нулевка.
 Постригся, смотрит в зеркало:
 - Однако, плохо, давай канадка."
Национальности;"Раздается звонок в Кремле.
 - Вам генсек нужен? - спрашивает чукча.
 - Ты что, больной? - интересуется трубка.
 - Да, да, - соглашается чукча, - больной и очень, очень старый."
Национальности;"Англичанин,   американец   и   чукча   проходят  испытание  на
выживание: кто больше  дней  продержится  без  еды.  У  каждого
комната, в которой тумбочка, кровать и телефон.
 Англичанин  позвонил  через  три  дня, американец - через пять
дней.  Чукча молчит  десять  дней,  двадцать.  Решила  комиссия
проверить:  как там чувствует себя победитель. Заходят, видят -
сидит чукча на коленях перед телефоном и умаляет:
 - Телефон, телефон, чукча кушать хочет."
Национальности;"Чукча принес в ярангу телевизор, жена возмущается:
 - Зачем припер, у нас же розетки нет.
 - Чукча умный, - парирует чукча, - он и розетку принес."
Национальности;"Заблудились двое чукчей в лесу. Один говорит:
 -  Постреляй,  может  кто  услышит.  Один раз выстрелил чукча,
ничего. Другой раз выстрелил -  тишина,  третий  раз  стреляет,
никто не слышит.
 - Стреляй еще, - говорит товарищ.
 - Не могу, - отвечает стрелок, - стрелы кончились."
Национальности;"Таксист довез чукчу с Казанского до Ленинградского вокзала.
 - Сколько платить надо? - спрашивает чукча.
 - Три двадцать пять, - не моргнув отвечает водитель.
 Чукча достает бумажник, отсчитывает деньги:
 - Раз двадцать пять, два двадцать пять, три двадцать пять!"
Национальности;"Чукча  в  Москве  потерял жену. Пришел в милицию, просит, чтобы
ему помогли ее отыскать.
 - Какая она, - спрашивает дежурный, - приметы опиши.
 - Какая еще примета?
 - Ну, вот, - поясняет дежурный, - моя жена стройная, высокая,
голубоглазая.
 - Моя старая, кривоногая, - говорит чукча, - лучше давай твою
искать."
Национальности;"Чукча идет по улице, на шее у него полотнище намотано, на плече
висит огромная бас-труба, а за собой он тянет на  веревке  двух
коров.
 - Чукча, куда это ты собрался? - спрашивает прохожий.
 - Чукча в баня звали.
 - А труба и корова тебе зачем?
 - Мне сказали, в баня пойдем, с телками гудеть."
Национальности;"Чукча женился на француженке. Приятель его спрашивает:
 - Ну, как ты с ней?
 - Все холосо.
 - А с языком у нее как?
 - Все холосо. Только, однако, очень секотный."
Национальности;"Заходит чукча в аптеку, подходит к окошечку.
  - У вас сметана есть?
  - 8-О ??? Нет...
  - А колбаска копченая есть?
  - Нет, и колбаски нет...
  - А рыбка вяленая есть?
  - Да нет же! Мы такими вещами в аптеке не торгуем!
  - ПЛОХО ТОРГУЕТЕ!!!
  - ЭТО Я-ТО ПЛОХО!!! ВОТ ВСТАВАЙ ЗА СТОЙКУ, Я НА ТЕБЯ ПОСМОТРЮ!!!!!
  - Согласный...
  Вот и поменялись они местами. Чукча за стойку, а продавец к окошечку
  подваливает:
  - А что, чукча, у тебя красная икра есть?
  - Есть.
  - 8-О
  - Ну, а черная есть?
  - Есть.
  - Ну, тогда мне по 100 грамм той и другой.
  - А У ТЕБЯ РЕЦЕПТ ЕСТЬ?!!!"
Национальности;"Едет чукча в поезде, зажал варган между зубами и брынчит:
 - дзынь... дзынь... дзынь...
 Рядом  с  ним  ехала  девушка.  Девушка говорит: ""не брынчи!"",
чучка перестал.
 Тишина. проходит минута, вторая. Девушка соблазнительно села и
спрашивает:
 - хочется?
 - хотса!
 - ну давай, только быстро.
 Дзынь дзынь дзынь дзынь дзынь дзынь дзынь ..."
Национальности;"Командиру полка докладывает дежурный по роте:
 - За время дежурства никаких происшествий рота не случился. Дежурный
по рота рядовой Иванов!
 - Иванов!
 - Так точно!
 - А кто ты по национальности?
 - Чукча, однако.
 - А почему Иванов?
 - Так в уставе записано."
Национальности;"Купе поезда. Ночь. Грохот. Испуганные пассажиры спрашивают:
 - Что случилось?
 - Это моя рубашка упала, - говорит русский парень.
 - А что так громко?
 - Да я из нее вылезти не успел!"
Национальности;"Пьяный никак не может затолкнуть двушку в прорезь автомата.
 - Напился, - а еще таксист, - сказала прохожая.
 - С чего взяла?
 - Шапка таксистская.
 - Да, - задумчиво произнес пьяный, - а была ондатровая."
Национальности;"В парфюмерном магазине ""помятый"" мужичек обращается к продавщице:
 - Два тройных и гвоздику!
 - А зачем нам гвоздика? - удивляется собутыльник.
 - Ты что, забыл, с нами будет дама!"
Национальности;"Африканский король-мультимиллионер, у которого была единственная
дочь-наследница на выданье, устроил прием в своем дворце. Почти все
присутствующие мужчины активно ухаживали за королевской дочкой, имея
виды на нее и ее приданое. После того как все крепко выпили,
папаша-король потребовал тишины:
 - Внимание, господа! Кто сейчас переплывет эту реку, кишащую
крокодилами, тот получит руку моей дочери!
 Все застыли на берегу в гробовом молчании, с ужасом глядя в воду.
Вдруг русский с громким плеском рухнул в реку и, судорожно работая
руками и ногами, в одно мгновенье оказался на другом берегу.
Подбежавшая принцесса бросилась ему на шею:
 - Ты настоящий герой, милый, я - твоя!
 - Мне сейчас нужна не ты, а та сволочь, которая пихнула меня в
спину!"
Национальности;"Перевели делопроизводство на Украине на украиннську мову. Пишет
ГАИшник протокол ДТП
 - автомобиль стоит на дорозi;
 - мотоцикл лежит на дорозi;
 - труп лежит на дорозi;
 - голова лежит на га... , ""Черт, как же будет на газоне?""
Берет ГАИшник бутсает голову на дорогу и пишет:
 - голова лежит на  дорозi."
Национальности;"- Мне в троллейбусе хотели дать по морде!
 - Откуда ты знаешь?
 - Не хотели бы, так не дали б!"
Национальности;"Один жалуется другому:
 - Такой сейчас некультурный народ пошел! Вчера, когда выходил из
пивной, мне все руки отдавили."
Национальности;"Приехали иностранцы в колхоз, знакомятся с жизнью селян. Замечают,
что в хатах нет ванн. Спрашивают хохлушку:
 - А где вы моетесь?
 - Так вин в озере.
 - А зимой?
 - Так скильки той зимы?!"
Национальности;"Два габровца поспорили, кто экономней помолится в церкви. И вот идет
дьячек с кружкой. Первый опустил стотинку и победоносно посмотрел на
соседа.
 - На двоих, - добавил второй."
Национальности;"В купе поезда мать объясняет сыну, как появляются дети:
 - Берется глина, лепится заготовка, потом - если ее искупать в
молоке, будет мальчик, а если в воде - девочка.
 Грузин, свесившись со второй полки, заинтересованно спрашивает:
 - А что, старый способ отменили?"
Национальности;"Авиалайнер ТУ-154 выполняет рейс по маршруту Москва-Тбилиси.
Неожиданно для всех в пилотскую кабину прорывается вооруженный
грузин и, приставив пистолет к голове первого пилота, требует:
 - Поворачивай Тбилиси!
 - Так у нас, дорогой, и так рейс на Тбилиси!
 - Ты меньше говори, давай Тбилиси!
 - Да пойми ты, мы и так в Тбилиси летим!
 - Я последний раз тебе говорю, давай Тбилиси! А то третий раз лечу
Тбилиси, а приземляюсь Стамбул!"
Национальности;"Грузин молится. Просит у бога, чтобы он ему послал машину, много
денег, молодую красивую любовницу. А рядом оборванный русак усиленно
просит, чтобы всевышний послал ему бутылку водки.
 - Слушай, - не выдержал грузин, - не отвлекай всевышнего такими
мелочами, - на тебе на две и убирайся."
Национальности;"Заросший волосами грузин лежит на диване, рвет волосы на груди,
ревет и хохочет, а вырванные волосы аккуратно складывает в мешок.
 - В чем дело? - интересуется родня.
 - Грузия, - поясняет несчастный, - провалила план по шерсти. И нас,
коммунистов, обязали собственной шкурой расплачиваться. От боли
реву. Но как вспомню, что Армения по яйцам план сорвала, так хохот
душит!"
Национальности;"Приходит грузин в ресторан и говорит официантке:
 - Мне сначала список блюдей!
Официантка удивленно:
 - Вам меню, что ли?
 - И тебю тоже, - отвечает грузин."
Национальности;"Грузин говорит своему приятелю:
 - Кацо, у меня сын родился! Отгадай, как я его назвал: первый часть
имени - это нота, второй - самый прекрасный часть женского тела.
 - ??
 - Эх ты, СИРОЖА!"
Национальности;"Грузин в магазине женского белья.
 - Покажите мне, пожалуйста, самые большие трусы. Так. Отлично. Вот
телефон. Когда придут покупать - пусть позвонят."
Национальности;"Грузин с девушкой молча едут в купе поезда.
 - Дэвушка, - не выдерживает грузин. - Ты почему молчишь?
 - Хочу и молчу! - отвечает та.
 - Хочэт и молчыт! - ужаснулся грузин."
Национальности;"- Я русский, - сказал Зорин.
 - А я американский, - сказал Киссинджер."
Национальности;"Клиент пришел в одесский проектный кооператив.
 - Извините, товарищи, мне крайне необходима консультация специалиста
по вопросам архитектуры. Посоветуйте: если я строю дом без
фундамента, то чем лучше всего заменить крышу?
 - Пожалуй, лучше всего вашим же беретом. Только обязательно
хвостиком вверх, чтобы сэкономить на громоотводе!"
Национальности;"В Одессе тонет человек и кричит:
 - Help me, Help me
На берегу стоит одессит и щелкает семечки. Подходит другой и
спрашивает:!
А шо случилось?
- Да вот, пока вся Одесса училась плавать, этот полиглот учил
английский язык."
Национальности;"На трамвайной остановке мужчина спрашивает у женщины:
До универмага ""Детский мир"" на двойке доеду?
Нет, - отвечает она, - садитесь на первый…
А мне говорили, только на втором.
- Так что же, выходит, я умышленно ввожу вас в заблуждение? Значит,
я говорю неправду? Иными словами, я вру? Получается, я брешу, так?
Что же это, по-твоему, я собака?! Милиционер! Он меня сукой обозвал!"
Национальности;"Звонок в особняке лорда Гамильтона. К телефону подходит дворецкий:
Сэр?
- Любезный, - говорит трубка, - будь добр, зайди в комнату к леди и
скажи ей, что я задерживаюсь в клубе.
Но леди уже пошла спать, сэр.
Тем не менее пойди к ней и доложи, что я просил.
В трубке слышны удаляющиеся, а затем приближающиеся шаги дворецкого.
- Сэр, я доложил, но ваш голос ответил мне из-за двери, чтобы я
убирался.
- Немедленно возьми ружье и застрели человека, который находится в
спальне с моей женой!
В трубке слышны выстрелы, топот.
- Сэр, я сделал все, как вы сказали, но мужчина выскочил в окно
спальни и убежал через сад.
Но возле нашего дома нет сада!
- Значит, вы ошиблись номером, сэр."
Национальности;"Японец вернулся из России, спрашивают его земляки, сложный ли
русский язык?
- Очене, очене сложный, - говорит японец, - каждое слово имеет
много-много значений, много синонимов и все надо держать вот здесь,
- постучал себя по лбу, - в зопе."
Национальности;"Награждают призеров заплыва через Темзу. Третье место - подарок
королевы - ""Роллс-Ройс"". Второе место - подарок королевы - носки,
связанные самой королевой. Обладатель второго места возмущается:
- Боже мой, что за чушь? Какие-то носки за второе место! Да я эту
вашу королеву!
- Нет, сэр! Это - обладателю первого места."
Национальности;"Два англичанина ловят рыбу. У одного дергается поплавок, он
подсекает и вытаскивает прелестную русалку. Полюбовавшись ею он
снимает русалку с крючка и бросает обратно в воду. Второй
удивляется:
Но почему?
- Но как?"
Всё на свете;"Возвращается Петька в дивизию после неудачного поступления в
Академию Генштаба:
- Срезался, - говорит Василию Ивановичу, - на Цицероне. - Спросили,
понимаешь, кто он такой. Я и говорю, что это конь из третьего
эскадрона…
- Это я виноват, Петька, - признался Василий Иванович, - я Цицерона
во второй эскадрон перевел."
Всё на свете;"Василий Иванович, белые пиво с раками пьют!
- Да нет, Петька, это у них рожи такие."
Всё на свете;"Василий Иванович, где Петька?
На крыше антенну натягивает.
- Ну и имена пошли..."
Всё на свете;"В театральном буфете два молодых актера за чашечкой кофе обсуждают
последнюю премьеру:
- Спектакль, по-моему, с точки зрения режиссуры чуть-чуть не
дотягивает до уровня.
- Как ты не понимаешь, что именно так видит его решение постановщик.
Это, наконец, его творческая позиция, его кредо!
Прислушивающийся к их разговору театральный комик вмешался в спор
коллег:
- Не стоит ломать копий, молодые люди! Поработаете с мое -
убедитесь, что все гораздо проще. У постановщиков, как и у нас,
актеров, тоже существует амплуа. Я лично пришел к твердому выводу -
представители этой профессии в театре бывают трех категорий:
режиссеры, частосеры и простосеры. Предлагаю тост за первых!"
Всё на свете;"Молодой артист впервые собирается с театром выехать на гастроли за
границу. Друзья говорят ему:
Ты хоть чемодан купи себе в дорогу.
Зачем?
Положишь туда брюки, пиджак, белье…
- А в чем же тогда я поеду?"
Всё на свете;"Маститый режиссер Н. ужасно боялся грабителей. Каждый вечер, ложась
спать, он тщательно запирал двери на четыре замка и включал
специально оборудованную сигнализацию. Об этом в театре все знали.
Однажды молодой актер С. его спросил:
- Маэстро, к чему такие предосторожности? Ведь у вас, насколько мне
известно, нет репутации человека состоятельного. Я, например, хотя и
живу на первом этаже, всегда сплю с открытыми окнами…
- Между нами, молодой человек, существует разница. У меня нет
репутации человека состоятельного, зато у вас есть достаточно
громкая слава бедняка..."
Всё на свете;"Разговаривают редактор и начинающий автор:
- Ваша повестушка, скажу прямо, свидетельствует об огромном усердии.
Но предстоит еще много-много работать - читать как можно больше,
дома, в трамвае, даже на работе!
Вы считаете, это поможет?
- Безусловно! Чем больше вы будете читать, особенно классиков -
Достоевского, Пушкина, Толстого - тем меньше времени будет у вас для
собственного творчества!"
Всё на свете;"В кабинете редактора идет обсуждение свежих репортерских материалов:
- Старик, - обращается редактор к репортеру, - ты просто молодец!
Дал такой замечательный заголовок.
Приятно слышать…
- Вот бы к нему еще и репортаж!"
Всё на свете;"Ведущий концерта, шатаясь, подходит к микрофону, объявляет первый
номер:
- Добрый вечер, дорогие друзья! Начинаем наш праздничный концерт.
Выступает солист филармонии Серж Тарасов! Выступает без ан-сам-бля!
Один, бля!"
Всё на свете;"Встречаются два молодых актера. 
Слушай, как ты можешь всюду говорить, что я бездарь?!
- Извини, пожалуйста, но я не знал, что это твоя профессиональная
тайна."
Всё на свете;"В театр на премьеру спектакля пожаловал замзав отдела культуры ЦК. В
антракте в его ложу робко заглянули главный режиссер и секретарь
партбюро, спрашивают:
Извините, как вы находите наш спектакль?
И - де - я?!
Получив руководящее указание, оба моментально собрали актеров и
призвали их сконцентрировать все творческие силы для отражения
идейного замысла автора пьесы.
Во втором антракте оба вновь в ложе почетного гостя:
Извините, нам бы хотелось услышать ваше мнение…
И - де - я?!
Вновь повторяется сбор актеров, накачка, призыв глубже отразить
идейный замысел автора пьесы.
После окончания спектакля режиссер и парторг вновь в ложе:
- Мы постарались реализовать все ваши указания. Хотелось бы услышать
ваше мнение о спектакле…
- И - де - же я на-хо-жусь?!"
Всё на свете;"Репортер вечерней газеты ""Древний Рим"", интервьюируя Юлия Цезаря,
спросил:
Кто научил вас делать сразу несколько дел?
- Моя мать, простая плебейка, - ответил император. - Она ухитрялась
стоять одновременно в пяти-семи очередях!"
Всё на свете;"Утренняя репетиция духовного оркестра. Дирижер говорит:
Второй тромбист фальшивит!
Голос из оркестра: второй тромбист отсутствует.
- Тогда скажите ему об этом, когда он появится."
Всё на свете;"Прозаик А. всегда дарил свои книги друзьям и знакомым только через
три года после выхода их из печати.
- В этом есть свой резон, - хитро улыбаясь, говорил он, - к этому
времени их, как правило, уценяют."
Всё на свете;"Несколько молодых поэтов-авангардистов, на выступления которых никто
не ходил, потому что их стихи были оторваны от жизни, решили сами
пойти в народ. Молодые люди пришли в парк и, забираясь по очереди на
скамейку, начали тарабанить свои заумные стихи. Проходившая мимо
старушка остановилась и сказала выступавшему поэту:
- Правильно говоришь, сынок! Плохо мы еще живем."
Всё на свете;"Вручая рукопись рецензенту, автор стыдливо бормотал:
Не сочтите за труд, не сочтите за труд…
Потом он горько жаловался, что рецензент его понял буквально."
Всё на свете;"Стоит очередь за Драйзером. Бежит бабка
Дочки, за чем стоим?
За Драйзером.
А это что, вроде штапеля?
Возвращается домой жена одного заслуженного академика и
рассказывает:
- Стоим мы сегодня за Драйзером, а одна необразованная бабка
говорит, что Драйзер вроде штапеля.
Заходил, заволновался академик и с печалью признался жене:
- А ты знаешь, родная, к своему стыду вынужден признать, что я
Штапеля ничего не читал."
Всё на свете;"Двое беседуют:
Вы были на ""Свадьбе Фигаро»?
- Нет, ограничился поздравительной телеграммой."
Всё на свете;"Художник говорит критику:
- Чтобы об искусстве живописца рассуждать, надо самому уметь
рисовать.
- В жизни я не снес ни одного яйца, - отвечает критик, - но о
качестве яичницы могу судить лучше любой несушки."
Всё на свете;"Редактор: Книга выйдет, надо только отжать воду.
Автор: Это не вода, а чистое золото. Гонорар начисляется по числу
строк."
Всё на свете;"Один банкир предложил чемпиону мира по шахматам А.Алехину за
вознаграждение играть с ним раз в день в шахматы.
Но вы же никогда не выиграете, - удивился Алехин.
Ну и что? - беспечно согласился банкир.
Ежедневные денежные поступления пришлись по душе чемпиону мира.
Чтобы не терять источник финансирования, он решил один раз ему
поддаться. Когда банкир выиграл, он вскочил с места и с криком:
- Я победил самого Алехина! - исчез навсегда."
Всё на свете;"Льва Толстого, когда он служил в армии, очень расстраивал мат. Когда
он его слышал, всякого останавливал.
- Зачем же ты так выражаешься, голубчик, лучше, к примеру, скажи:
Ах ты, дордын пуп, Амфидер! Или еще как-нибудь.
Когда Лев Толстой уволился, солдаты с восторгом вспоминали:
- Тут у нас раньше граф служил, ну и матершинник, слова без мата не
скажет, а такое загнет, что и не выговоришь."
Всё на свете;"Марк Твен пишет в пивной письмо знакомой. Сосед за столиком все
время подглядывает:
- Дорогая, - пишет М.Твен, - я заканчиваю, потому что какая-то
свинья все время подглядывает.
- Сам ты свинья, - обиделся сосед! - Очень мне интересно, что ты там
пишешь."
Всё на свете;"Миллионер пригласил на обед ""сливки общества"". Не обошли вниманием и
великого юмориста М.Твена. Предполагалось, что М.Твен будет веселить
гостей, но именно этого М.Твену и не хотелось. Миллионер был
разочарован. 
- Мне кажется, мистер Твен, - обратился он к писателю, - что даже
самому большому в мире глупцу не удалось бы вас рассмешить.
- А вы попробуйте, - предложил М.Твен."
Всё на свете;"Работая редактором газеты, М.Твен получал много непригодных для
печати рукописей. Однажды его не в шутку рассердил один опус. М.Твен
послал автору следующее письмо:
""Дорогой друг! К великому сожалению, отсутствие места заставляет нас
отказаться от вашего произведения, но не теряйте надежду. Нам вскоре
представится возможность приобрести несколько больших корзин для
бумаг. Мы с удовольствием поместим туда и ваш труд.»"
Всё на свете;"У А.Дюма просят пять франков на похороны известного критика.
- Получите десять, - говорит Дюма, - и похороните двух критиков."
Всё на свете;"Молодая симпатичная дама интересуется у М.Твена, - правда ли, что
все люди произошли от обезьян.
Да.
Все, все и даже я?
- Да, но вы от очень хорошенькой."
Всё на свете;"Некий банкир спросил однажды М.Твена:
Чем объяснить, что у вас так много мозгов и так мало денег?!
- Видите ли, - ответил знаменитый писатель, - природа любит
равновесие. - В среднем у нас с вами поровну."
Всё на свете;"К Дюма-деду обратилась некая любительница литературы:
- Я давняя почитательница вашего таланта, но почему я нигде не могу
приобрести ни одного из ваших романов.
- Сам удивляюсь, сударыня, - пожал плечами Дюма-дед, - быть может,
это объясняется тем, что я ни одного не писал."
Всё на свете;"Одной очень несимпатичной, старой леди М.Твен на приеме сказал, что
она по-прежнему молода и прекрасно выглядит.
Я вам не могу ответить таким же комплиментом, - сказала леди.
- А вы бы, как и я, соврали, - посоветовал М.Твен."
Всё на свете;"Один актер рассказывает другому:
- Приснился мне сон, что я умер. Стучусь в ворота рая, а ангел мне
отвечает, что актеры им не нужны. Иду расстроенный вдоль забора и
вдруг вижу тебя.
А вон актер, - говорю ангелу.
- Да какой он актер, - возражает ангел."
Всё на свете;"Режиссер:
Эта знаменитость требует 500 рублей за роль индейца.
Директор:
- Не велика беда. Дайте ему 250 рублей и пусть играет метиса."
Всё на свете;"Ставили ""Риголетто"". Партию героини исполняла бездарная певица.
Публика ее освистала.
- Какая грубая, некультурная публика, - возмутилась певица, -
подумать только, освистать великого Верди!"
Всё на свете;"Редактор спрашивает корреспондента: 
Что вам сказал президент?
Ничего
- Превосходно. Немедленно напишите репортаж, но не более шести
страниц на машинке."
Всё на свете;"Два советских скрипача возвращаются с Международного конкурса. Один
занял второе место, а другой тридцать седьмое. Лауреат в полном
расстройстве, другой его утешает:
Да плюнь, Жора, второе место - тоже неплохо!
- Да ведь если бы я занял первое место, то по условиям конкурса мне
бы дали играть на скрипке Страдивари…
Ну и что тебе с этого?
- Ну как бы тебе объяснить понятнее... Для меня сыграть на скрипке
Страдивари - то же самое, что для тебя пострелять из револьвера
Дзержинского."
Всё на свете;"Из разговора о театре в очереди за билетами:
Все говорят, что в театре кризис. Но я как-то не замечаю.
- Ты посмотри, что теперь дают в театральном буфете!"
Всё на свете;"- Прочитала статейку критика, мол, ах какой прекрасный спектакль!
Пошла посмотрела - ну просто ерунда. Так надули!
- Разве ты не знала, что покажут пьесу, а не рецензию?"
Всё на свете;"Олег Попов в 1946 году вышел на арену цирка с мешком картошки:
Ты чего сидишь на картошке? - спросили Олега?
- А вся Москва сейчас сидит на картошке, - ответил знаменитый клоун."
Всё на свете;"Пока писателям не исполнилось 50 лет они считаются слишком молодыми,
в возрасте от 50-ти до 70-ти они слишком стары. Подлинная их жизнь
начинается после 70-ти, когда они уже обитают на кладбище."
Всё на свете;"Муж и жена выходят из Эрмитажа:
И что тебе больше всего понравилось, Коля? - спрашивает жена.
- Пиво!"
Всё на свете;"Пикассо приехал в Лондон. На вокзале у него украли часы. Инспектор
полиции спросил:
Вы кого-нибудь подозреваете в краже?
Да, помню одного человека, который помогал мне выйти из вагона.
Вы художник, нарисуйте его портрет.
К вечеру по рисунку Пикассо лондонская полиция задержала по
подозрению в краже трех стариков, двух старух, два троллейбуса и
четыре стиральные машины."
Всё на свете;"- Я расскажу вам, доктор, все откровенно, - выпалила с порога
ворвавшаяся в комнату женщина.
Взглянув на нее, тот заметил:
- Уважаемая, я подчеркну лишь три момента. Во-первых, вам необходимо
похудеть килограммов на десять. Ваша красота, без сомнения,
выиграет, если будете употреблять меньше косметики. И, в-третьих, я
художник. Врач живет этажом выше."
Всё на свете;"В фойе МХАТа прогуливаются в перерыве репетиции Москвин и
Станиславский. Москвин, заметив недавно установленный бюст одного из
вождей, обращается к Станиславскому:
- До чего знакомый бюст! Только не подсказывайте, вспомню сам.
Конечно, это Лукич!
- Уверяю вас, только не Лукич. Очень прошу не говорите так, иначе
вас могут засадить в ихний МГУ на Лубянке…
Когда об этом разговоре рассказали Немировичу-Данченко, он
возмутился:
- И поделом будет Москвину, если его засадят в ГУМ. Как можно Фомича
называть Лукичом!"
Всё на свете;"После окончания генеральной репетиции кто-то из присутствовавших на
ней заметил композитору:
- Певец сделал все, что мог. Почему бы вам не сказать ему несколько
теплых слов?
Когда певец подошел, композитор протянул ему руку:
- Я не сержусь на вас!"
Всё на свете;"Что лучше, быть лысым или дураком?
- Дураком: это не так заметно."
Всё на свете;"Что в условиях нынешней дороговизны нам по карману?
- Держать там фигу."
Всё на свете;"Когда мужчина беспрекословно уступает место женщине?
- Когда это место у станка."
Всё на свете;"Что мне делать, если правая нога короче левой?
- Хромать."
Всё на свете;"Как избавиться от тройного подбородка?
- Отрасти бороду."
Всё на свете;"Почему милиционеры ходят по улицам парами?
- Один умеет писать, другой только читать."
Всё на свете;"Как вы относитесь к социалистическому плюрализму?
- О социалистическом плюрализме двух мнений быть не может."
Всё на свете;"Что делать: супруг стал жутким эгоистом?
- Если у женщины только один муж, он действительно может стать
эгоистом."
Всё на свете;"Что можно сделать из пятидесяти бюстгалтеров?
- Сто приличных тюбетеек."
Всё на свете;"Какое самое мощное оружие в мире?
- Шестидюймовка крейсера ""Аврора"" - одним холостым выстрелом она
привела к семидесяти трем годам разрухи на одной шестой части суши
нашей планеты."
